BusinessID,Cuisine,Rating,NumberOfReviews,Score,BestAnswer
8AM1gGIk6KVb27Q9TYwD9Q,"['Vegetarian', 'Salad', 'Juice Bars & Smoothies']",4,432,0.68277204,1
E8atCW6l6y1SVeEXbbXzEA,"['Vegetarian', 'Vegan', 'Kosher']",4,525,0.68277204,1
uwx3yy7Wu5u55EiXRv03aQ,"['Mediterranean', 'Middle Eastern', 'Vegetarian']",4,228,0.686704636,1
hXqrA_Z3jZ8Q1O6ZehWSwQ,"['Afghan', 'Kebab', 'Halal']",4.5,296,0.642251194,1
xEnNFXtMLDF5kZDxfaCJgA,"['Food Stands', 'Middle Eastern', 'Halal']",4,9132,0.68277204,1
B3_K2kUVbYOU0VaLcj_LTw,"['Thai', 'Asian Fusion', 'Vegetarian']",4.5,2455,0.68277204,1
j0Q-yyxS2WiL3foCJEV4eg,"['Vegetarian', 'Vegan']",4,565,0.68277204,1
qZgRPGUl01ldRuTd6pSOnA,"['Indian', 'Pakistani', 'Bangladeshi']",3,237,0.686704636,1
upaVTWhLsxcu1HXqN8iHVQ,"['Vegan', 'Tapas Bars', 'Cocktail Bars']",4,215,0.686704636,1
0SqFgkdmfNWj9iUQgfghEA,"['Soul Food', 'Food Stands', 'Trinidadian']",4,154,0.611376762,1
rn6SmSqAYx2kLFIAxytMMQ,"['Japanese', 'Vegetarian', 'Vegan']",4,211,0.686704636,1
DodCeSN_hkXCJDoJ0uVxKg,"['American (New)', 'Vegetarian', 'Vegan']",4,453,0.68277204,1
yFub1BhKEP-W-_ZM3_nJoQ,"['Vegan', 'Kosher', 'Chinese']",4,294,0.642251194,1
3VZrUBCmSUt37jMB13-7yQ,"['Middle Eastern', 'Mediterranean', 'Vegetarian']",4,346,0.642251194,1
oqVG2LsTwvRzgJxId5pqiw,"['Mediterranean', 'Middle Eastern', 'Kebab']",4,416,0.68277204,1
y-y2rMiSf5alNXMJTpTuDg,"['Indian', 'Pakistani']",3.5,144,0.611376762,1
S37Fd4Jrwuv6R1DukmlqSQ,['Afghan'],3.5,336,0.642251194,1
I8X2NYRYHdWrGrxIHZFJ5A,"['Halal', 'Indian', 'Asian Fusion']",2.5,228,0.686704636,1
9DceMTrjyVqBgQRqgR6GWw,"['Vegetarian', 'Soul Food', 'Vegan']",4,1634,0.68277204,1
C-8mGN7lt5rIraO5n-15ug,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",4,2319,0.68277204,1
IOHaEgK1zDvUvB3SfKuGCw,"['American (New)', 'Bars', 'Breakfast & Brunch']",4,1211,0.68277204,1
z5hRX3iJ5Ty_S38iG_WY3Q,"['Cocktail Bars', 'American (New)', 'Speakeasies']",4.5,1457,0.68277204,1
Rc1lxc5lSKJYd162JHNMfQ,"['American (New)', 'Cocktail Bars']",4,2208,0.68277204,1
sVG1whNWHhlbjP6p027YcA,"['American (New)', 'Bars', 'Breakfast & Brunch']",4,969,0.68277204,1
LHxZgTddXIp_S1sL3nNG9w,"['American (Traditional)', 'Cocktail Bars', 'Salad']",4,686,0.68277204,1
xt4sa64WOrpJvZBDPNPNYg,"['Comfort Food', 'Southern', 'American (Traditional)']",4,3606,0.68277204,1
cCesIqo-LQt0cRlZAnrAZQ,"['American (New)', 'Gluten-Free', 'Breakfast & Brunch']",4,2081,0.68277204,1
xMUZfoyzyJoTfZxrEZus4Q,"['Comfort Food', 'Breakfast & Brunch', 'Bars']",4,469,0.68277204,1
PnGSE8JGbMZKtdHi9go7Kg,"['American (New)', 'Wine Bars', 'Cocktail Bars']",4,396,0.68277204,1
Xd_l7jtUAZZAAvK8-mI2Jw,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",4,786,0.68277204,1
SaYTVG7wHCMDBofHCgXPaA,"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",4.5,1196,0.68277204,1
unWoFZeSWa0DK1YMekO_Uw,"['Venues & Event Spaces', 'Breakfast & Brunch', 'American (Traditional)']",4.5,562,0.68277204,1
YigI9naNis2hvBtlkXLTvQ,"['American (New)', 'Breakfast & Brunch']",4,560,0.68277204,1
MctQwL9Mp5X7DJk13VoERg,"['American (New)', 'Breakfast & Brunch']",4,1059,0.68277204,1
0EtZ1xhnXWp4-ysNVwItYA,"['American (New)', 'Cocktail Bars', 'Breakfast & Brunch']",4,750,0.68277204,1
TMzgYJWl-DeKaA3kGcuK8A,"['American (New)', 'Cocktail Bars', 'Wine Bars']",4.5,360,0.68277204,1
qOp4T7UxfL6MgO41dN3Qlg,"['Burgers', 'American (Traditional)']",4,610,0.68277204,1
Xu8H24NxJJxEE-9wGp_AMA,"['Bars', 'American (New)']",4.5,289,0.642251194,1
ssGhu4n3emZ9kEPVf371IQ,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']",4,1965,0.68277204,1
x7hsZRd_MyrUgAW91FM9qA,"['American (New)', 'Breakfast & Brunch', 'Burgers']",4.5,337,0.642251194,1
uoT2_Wrt1noD6kZOID7tUg,"['Breakfast & Brunch', 'American (New)', 'Bars']",4,3021,0.68277204,1
OiSjFh06dsNonI0cPXMSOw,"['American (New)', 'Beer Bar']",4,449,0.68277204,1
Li52Rr6BM4bGNYdpn7H8_w,"['Gastropubs', 'Bars', 'American (New)']",4,361,0.68277204,1
MyQV4i518ZO4CLudtR8gLA,"['American (New)', 'Cocktail Bars']",4,469,0.68277204,1
FJepPR5CYRggxRwAjlqg6A,['American (New)'],4.5,161,0.611376762,1
qYuWyqWH5zfKJfJ6obuh4g,"['American (New)', 'Cocktail Bars', 'Gastropubs']",4,171,0.656462729,1
eTR6nfHvQzvKX7Dcd6JrfA,"['Bars', 'American (New)']",4,561,0.68277204,1
xkvv0n7jbl4Ra3Vm_jfxaA,"['American (New)', 'Burgers']",4,876,0.68277204,1
6hw4ibsutVoMl_RK0aAJ7Q,"['American (New)', 'French']",4.5,154,0.611376762,1
AlStrNBqyH6WB9QGMEtcTw,"['American (New)', 'Steakhouses']",4,199,0.686704636,1
Oq1mej1BYfjcdPKkM_5o8g,"['American (New)', 'Wine Bars', 'Coffee & Tea']",4,368,0.68277204,1
M2wnfA4K3DVwuAv0DCPTdQ,"['Mediterranean', 'American (New)', 'Bars']",4.5,299,0.642251194,1
qMHzIYzoHYe55I7L65iEQw,"['Breakfast & Brunch', 'American (New)', 'Wine Bars']",4,511,0.68277204,1
veku2cg2qaV-7MxwhOMBmg,"['Pubs', 'Sports Bars', 'Gastropubs']",4.5,623,0.68277204,1
u-MUL83NUy2gsbV80WZnAA,"['Breakfast & Brunch', 'American (Traditional)']",4,687,0.68277204,1
VCqNjupCWZ5INzOcyBMJSg,"['Coffee & Tea', 'Breakfast & Brunch', 'American (Traditional)']",4,974,0.68277204,1
fEig4z0y_qCMRLvW7HRuqA,"['Cocktail Bars', 'American (Traditional)']",4,339,0.642251194,1
1LIptXhtDh58vAA-QPFL4w,"['Bars', 'American (New)', 'Breakfast & Brunch']",4,1291,0.68277204,1
yZs_A8r0qDz7Z5bR0C-aiQ,"['Burgers', 'Beer, Wine & Spirits', 'Bars']",4,875,0.68277204,1
7qtIemPU3LlNix8CVWdhwA,"['American (New)', 'Beer Bar', 'Breakfast & Brunch']",4.5,141,0.611376762,1
MHtbBc2np3sR7jiV9GphNg,"['American (New)', 'Breakfast & Brunch', 'Diners']",4,404,0.68277204,1
mHBhUxHgDGjsB1LJl4qW0w,"['Jazz & Blues', 'American (New)', 'Sushi Bars']",4,1026,0.68277204,1
mVN2G1c5bRtAsNlr2Tbx6Q,"['American (New)', 'Whiskey Bars', 'Cocktail Bars']",4,300,0.642251194,1
ePqKbqXFBCbwBaWiN2Jo9w,"['Cocktail Bars', 'American (New)']",4.5,189,0.656462729,1
JXcYD52B4190gIh6_RSXCg,"['Bars', 'American (New)', 'Breakfast & Brunch']",4.5,746,0.68277204,1
w4cFJhUpjGXqqWBd3BbY4w,"['Breakfast & Brunch', 'Lounges', 'American (Traditional)']",4,1968,0.68277204,1
7Bb_IDWV_zJqpBjAvxuBIA,"['Gastropubs', 'American (Traditional)']",4,412,0.68277204,1
1raNn0l3I4H9PcAJce69Sw,"['American (New)', 'Tapas/Small Plates', 'Breakfast & Brunch']",4,570,0.68277204,1
txSykTj5nbwmpiVNoK_Dyg,"['American (Traditional)', 'Cocktail Bars']",4.5,895,0.68277204,1
51_f1MyuRFpEIpzb57YmEA,"['American (New)', 'Burgers', 'Breakfast & Brunch']",4,350,0.642251194,1
uYLIo8FCr9Ug5SFORDdsPA,['Burgers'],4.5,203,0.686704636,1
fVbUVAiLiGgLA_nxBFxyww,"['Korean', 'American (New)', 'Tapas/Small Plates']",4.5,1130,0.68277204,1
Ps0cOZevNA1M9M5_z7W3oQ,"['American (New)', 'French']",4,629,0.68277204,1
j3HLOkrjzBjcvYPiIHua1A,"['American (New)', 'Pubs']",4,336,0.642251194,1
fanlKZzN-fI9LywqQD6EHg,"['American (New)', 'Cocktail Bars', 'Venues & Event Spaces']",4,186,0.656462729,1
veq1Bl1DW3UWMekZJUsG1Q,['American (New)'],4.5,2726,0.68277204,1
JYNBy2r3LVhJbLHE1bASfg,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",4,1480,0.68277204,1
TaAICUBApAfQG0ATDyspJQ,"['American (New)', 'Bars', 'Pizza']",4,176,0.656462729,1
Phi_yESeDQJduuMDdwX4ZA,"['American (New)', 'Irish Pub']",4,452,0.68277204,1
KfGUOaZobIxU5zVzLdgvdA,"['American (New)', 'Coffee & Tea', 'Cocktail Bars']",4,363,0.68277204,1
IiIzeFqe4tJiHaAWyw7ddg,"['Bars', 'American (New)', 'Breakfast & Brunch']",4,343,0.642251194,1
FST41XVNfiBgJHkutII-3w,['American (New)'],4,201,0.686704636,1
r-EDS_eO70HUgDmOk5_8Qw,"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",4,480,0.68277204,1
BEYmqrP1_TC0nhnTGKkkJg,"['Tapas/Small Plates', 'American (New)', 'Mediterranean']",4,434,0.68277204,1
PYcL2z9gHj6-ZTlViT9Nqw,"['French', 'American (New)', 'Breakfast & Brunch']",4,2080,0.68277204,1
ohLIPmzTysowInbte9XhMw,"['Gastropubs', 'Pubs', 'Breakfast & Brunch']",4,432,0.68277204,1
3idAtiEXe_XfTcPoZC_DcQ,"['American (Traditional)', 'Beer Bar', 'Bakeries']",4,1003,0.68277204,1
Me4TxTbPPQZQopW1wOGx5g,"['Breakfast & Brunch', 'Mediterranean', 'American (New)']",4,1719,0.68277204,1
WDCA17TmVOAMWgMLHc2E6Q,"['Bars', 'American (New)']",4,326,0.642251194,1
DRitJoNGTkHXZvH_YpLIAw,['American (New)'],4,887,0.68277204,1
Z-hDHjP4Eza6BA4G97tzVA,"['American (Traditional)', 'Soul Food', 'Breakfast & Brunch']",4,680,0.68277204,1
lUQR6cZlHHKXOksH5xOTqA,"['American (Traditional)', 'Wine Bars', 'Sandwiches']",4,363,0.68277204,1
4PeBRQZgHMW80J5YIaT39A,"['American (New)', 'Wine Bars', 'Cocktail Bars']",4,147,0.611376762,1
E2mNgb479B3BCfwi2G_KdQ,"['American (New)', 'Cafes', 'Breakfast & Brunch']",4,415,0.68277204,1
tOn-wEQ06ScrgeU5Ljw7Gw,"['American (New)', 'Gastropubs', 'Beer, Wine & Spirits']",4,480,0.68277204,1
38YuedP0ItlKbC-ncJ1XCQ,['American (New)'],4,393,0.68277204,1
y6XohzcYjUAQOD8U3NT_yw,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",4,411,0.68277204,1
Ucxhqn56VtC-eYjdNsg7Og,"['American (New)', 'Wine Bars', 'Venues & Event Spaces']",4,749,0.68277204,1
dMhRafXdr765DHe0k-QfaQ,"['American (New)', 'French']",4,2859,0.68277204,1
3004g82RXwKoqaenSqBVEg,"['Pubs', 'American (Traditional)', 'Sports Bars']",4,320,0.642251194,1
c1kKAH9XMPNeaBhvnIP0FQ,"['American (New)', 'Irish Pub']",4,332,0.642251194,1
Z65cd3Z7JvwK8TnSVg-cfA,"['Sports Bars', 'Pubs', 'American (New)']",4,764,0.68277204,1
0BzxIsoRuFvxbMPl-iH70A,"['American (New)', 'Wine Bars', 'Desserts']",4,776,0.68277204,1
MfbVI5reXLIIs8Cc2HwgQw,"['Burgers', 'Tacos']",4.5,1498,0.68277204,1
V_6vz43QxigVJS-afdbtoQ,"['American (New)', 'Bars', 'Breakfast & Brunch']",4,321,0.642251194,1
eGfpa9r0aGtN3V8ZwgaOEw,"['Bars', 'American (Traditional)', 'Breakfast & Brunch']",4,306,0.642251194,1
_LJFf9YqpYxvExTvVxb7Rw,['American (New)'],4.5,925,0.68277204,1
UA2M9QFZghe-9th2KwLoWQ,"['Seafood', 'Burgers', 'American (New)']",4,4954,0.68277204,1
Cz6It2NB_QBXCjnlsWGZSA,"['American (New)', 'Gastropubs']",4,645,0.68277204,1
_gzXNKarTxagBp6_PkmQKw,"['American (New)', 'Bars']",4.5,1526,0.68277204,1
tmuHs6fSAUygPyRZUF-rEA,"['American (Traditional)', 'Coffee & Tea']",4,372,0.68277204,1
xTWpl9DgIkkr5B8h8_xUpA,"['Mediterranean', 'American (New)', 'Wine Bars']",4.5,238,0.686704636,1
m86CNmYThtzzWB3nPnrhbg,"['Pizza', 'Burgers']",4,430,0.68277204,1
RemvTpxalDjSew5HwmNzUQ,['Cocktail Bars'],4,1397,0.68277204,1
gvWzAiMrFm9AgfSN2I8Miw,"['American (New)', 'Lounges', 'Cocktail Bars']",4,368,0.68277204,1
ypqK8DWM8Bcs43YveSJnNw,['American (New)'],4.5,214,0.686704636,1
QpkKEFHK5dz8XT-osEXgJw,"['Breakfast & Brunch', 'American (Traditional)', 'Sandwiches']",4,1022,0.68277204,1
I6optu9x0JAf8oT5lqJ8qw,"['Cocktail Bars', 'Breakfast & Brunch', 'American (New)']",4,1139,0.68277204,1
W0c-FS060axwxHcCtJwuRw,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']",4,151,0.611376762,1
Gn7oaWjBoEGHe1_bfsBikg,['American (New)'],4,154,0.611376762,1
AKHA6ZU8uM3vmLwH2hqH_A,['American (New)'],4.5,313,0.642251194,1
JI_teX5hC2rvHRbAo9JRTw,"['American (Traditional)', 'Steakhouses', 'Desserts']",4,386,0.68277204,1
XO3yD87rTPz9o6Dy9qRaJg,"['American (New)', 'Whiskey Bars', 'Gastropubs']",4,196,0.656462729,1
yoPMDATGXh_8NR7I0SW1gw,"['Sports Bars', 'American (New)', 'Lounges']",4,304,0.642251194,1
nm5rcWNmfevNXLNQAITi5w,"['Bars', 'American (New)', 'Beer Gardens']",4,553,0.68277204,1
pNYcGGAj4AYaExlmrEmfUw,"['Steakhouses', 'Cafes', 'Bars']",4,641,0.68277204,1
6hKJePanmG9AxK4dfwgyyg,"['American (New)', 'Venues & Event Spaces', 'Gastropubs']",4,337,0.642251194,1
R7EGjHWw0tNheY6-ahH8fQ,"['American (New)', 'Chinese']",4.5,408,0.68277204,1
mWS4umRg2AyykyAClMrIRw,"['Gastropubs', 'Bars', 'Breakfast & Brunch']",4,1044,0.68277204,1
j10m0W_qwZ4QoIqYcUMKNg,"['American (Traditional)', 'Pubs']",4,236,0.686704636,1
HgOdD_mKDldva0eIoa3Z5g,"['American (Traditional)', 'Burgers', 'Sandwiches']",4,680,0.68277204,1
Hv5v8y3fvu6PjPiFf4jPVQ,"['American (Traditional)', 'Bars', 'Seafood']",4,375,0.68277204,1
t7xqAMBQNH4ppsPSOMzFyg,"['Bars', 'American (New)']",4,363,0.68277204,1
T-ciFE0hc6O2JDY8Y1cDgg,"['American (New)', 'Sports Bars', 'Venues & Event Spaces']",4,262,0.686704636,1
owYYuyLvlsdjLz68c3SSfg,"['Mediterranean', 'Middle Eastern', 'American (New)']",4.5,775,0.68277204,1
LJaLQby_H8E9eHvcIW0xnw,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",4,346,0.642251194,1
opyY8Zk2RqiwLu9SzkQXJA,"['Burgers', 'American (Traditional)']",3.5,884,0.68277204,1
U5hCNNyJmb7f3dmC1HTzSQ,"['Bakeries', 'Breakfast & Brunch', 'Burgers']",4,4009,0.68277204,1
59c0qGZzduYOGopDx4KXuQ,"['American (New)', 'Bars', 'Breakfast & Brunch']",4,164,0.611376762,1
N5UY113nNpeKdLPv0cbMjQ,"['American (New)', 'Cocktail Bars', 'Breakfast & Brunch']",4.5,387,0.68277204,1
lXGCo-K7eftxRT_6E59-Iw,"['American (New)', 'Cafes', 'Bars']",4,1137,0.68277204,1
FFwDFLVBTQvuacl4l1ODew,"['American (New)', 'French', 'Wine Bars']",4,265,0.686704636,1
2_oy2iBeT0Rg-oz4f0GF1A,"['Bars', 'American (New)', 'Coffee & Tea']",4,613,0.68277204,1
E_JmgVNSkNvRauDZGuf6AA,"['American (Traditional)', 'Coffee & Tea', 'Breakfast & Brunch']",4,193,0.656462729,1
jh42MR1OQFAFMhe_pQEzmw,"['Mediterranean', 'Cafes', 'Breakfast & Brunch']",4,676,0.68277204,1
D2qV8sDdHEFlHbVz7VSHRQ,"['American (Traditional)', 'Ice Cream & Frozen Yogurt', 'Bars']",3.5,1036,0.68277204,1
fgtw4swOHXEFwZpBCG05rQ,"['Burgers', 'American (New)', 'Beer Bar']",4,795,0.68277204,1
h37t9rA06Sr4EetJjKrfzw,"['Italian', 'American (New)']",4.5,200,0.686704636,1
63nYipWuA42RZmESBMUNkQ,"['Cafes', 'American (New)']",4,578,0.68277204,1
fOhgitD0K_uetj9GbedonA,"['Bars', 'American (Traditional)']",4,162,0.611376762,1
WqmqQ8c9NivfIRn3sO2KiA,['American (New)'],3.5,357,0.68277204,1
xKIv_b2L2pUHmsoJ-xOepg,"['Italian', 'Venues & Event Spaces', 'Cocktail Bars']",4.5,308,0.642251194,1
55spA8dSOvKRme3ix-k7gg,"['American (Traditional)', 'Comfort Food', 'Vegetarian']",4,910,0.68277204,1
ihplCj2HKWR7z-bBKf8Nzw,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']",4.5,201,0.686704636,1
Lw044EfH1h3XhUhri3ExfA,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']",4,508,0.68277204,1
xbrQ2dHuQoFJmNxAuOky4A,"['American (New)', 'Italian', 'Breakfast & Brunch']",4,396,0.68277204,1
Kl12zDafM6dfjwuvKu9kCw,"['Burgers', 'American (Traditional)', 'Salad']",4,677,0.68277204,1
XsElXaLxUPKquI78poB8yw,"['Cocktail Bars', 'Comfort Food', 'Sandwiches']",4,684,0.68277204,1
tLrmUO7QhCSt_l1D3QRiNQ,['Burgers'],4,193,0.656462729,1
Ms1p17KsYteDlkvHnllC2g,"['Japanese', 'Salad', 'Bars']",4,831,0.68277204,1
r-izNItUH4ugnFodUOZX2A,"['Chicken Wings', 'Burgers', 'Sandwiches']",4.5,396,0.68277204,1
1vAMfzO6i89lDayBT1zlLA,"['Seafood', 'Gastropubs']",4,192,0.656462729,1
0y6eQXDw2RDLuBwkY02xGA,"['American (Traditional)', 'Bars']",4,205,0.686704636,1
3V20VbC45XL4TBYTL9DrOg,"['American (New)', 'French', 'Cafes']",4,173,0.656462729,1
ZhbHXqkEYNKLAbamW5peJQ,['American (New)'],3.5,474,0.68277204,1
